date,station_id,reservoir,river,wma,prov,wss,fsc_mcm,water_mcm,pct_last_year,pct_last_week,pct_full,district_mun
20260824,A1R001,Ngotwane,Ngotwane,1,NW,,19.03,16.9,,,88.6,DC38
20260824,A2R001,Hartbeespoort,Krokodil,1,NW,CW,185.79,184.1,,,99.1,DC37
20260824,A2R002,BonAccord,Apies,1,G,,4.38,4.6,,,105.1,TSH
20260824,A2R003,Olifantsnek,Hex,1,NW,,13.68,13.7,,,100.2,DC37
20260824,A2R004,Rietvlei,Hennops,1,G,CW,12.25,11.1,,,90.5,TSH
20260824,A2R005,Buffelspoort,Sterkstroom,1,NW,,10.18,10.2,,,100.5,DC37
20260824,A2R006,Bospoort,Hex,1,NW,CW,15.8,16.1,,,101.9,DC37
20260824,A2R007,Lindleyspoort,Elands,1,NW,,14.21,14.2,,,99.8,DC37
20260824,A2R008,~Warmbad,Buffelspruit,1,LP,,0.55,0.6,,,102.8,DC36
20260824,A2R009,Roodeplaat,Pienaars,1,G,CW,41.16,41.3,,,100.4,TSH
20260824,A2R011,Kosterrivier,Koster,1,NW,,12.42,12.5,,,100.8,DC37
20260824,A2R012,Klipvoor,Pienaars,1,NW,CW,40.73,41.5,,,101.9,DC37
20260824,A2R013,Swartruggens,Elands,1,NW,,0.47,0.5,,,103.1,DC37
20260824,A2R014,Vaalkop,Elands,1,NW,CW,51.32,51.4,,,100.2,DC37
20260824,A2R015,Roodekopjes,Krokodil,1,NW,CW,96.35,101.7,,,105.6,DC37
20260824,A2R018,Middelkraal,Maretlwane,1,NW,,0.74,0.7,,,100,DC37
20260824,A3R001,Marico-Bosveld,Groot-Marico,1,NW,,26.93,27.1,,,100.5,DC38
20260824,A3R002,Klein-Maricopoort,Klein Marico,1,NW,,7.23,7.3,,,100.7,DC38
20260824,A3R003,Kromellenboog,Klein Marico,1,NW,,8.65,8.7,,,101,DC38
20260824,A3R004,Molatedi,Groot-Marico,1,NW,,200.78,218.4,,,108.8,DC38
20260824,A3R005,Sehujwane,Sehujane,1,NW,,3.61,3.3,,,90.6,DC38
20260824,A3R006,Madikwe,Tholwane,1,NW,,15.94,16.7,,,104.6,DC37
