date,station_id,reservoir,river,wma,prov,wss,fsc_mcm,water_mcm,pct_last_year,pct_last_week,pct_full,district_mun
20260629,A1R001,Ngotwane,Ngotwane,1,NW,,19.03,17.4,,,91.5,DC38
20260629,A2R001,Hartbeespoort,Krokodil,1,NW,CW,185.79,187.5,,,100.9,DC37
20260629,A2R002,BonAccord,Apies,1,G,,4.38,4.6,,,103.9,TSH
20260629,A2R003,Olifantsnek,Hex,1,NW,,13.68,13.7,,,99.8,DC37
20260629,A2R004,Rietvlei,Hennops,1,G,CW,12.25,12.2,,,99.8,TSH
20260629,A2R005,Buffelspoort,Sterkstroom,1,NW,,10.18,10.3,,,100.8,DC37
20260629,A2R006,Bospoort,Hex,1,NW,CW,15.8,16.1,,,102.2,DC37
20260629,A2R007,Lindleyspoort,Elands,1,NW,,14.21,14.2,,,100.1,DC37
20260629,A2R008,~Warmbad,Buffelspruit,1,LP,,0.55,0.6,,,102.8,DC36
20260629,A2R009,Roodeplaat,Pienaars,1,G,CW,41.16,41.4,,,100.5,TSH
20260629,A2R011,Kosterrivier,Koster,1,NW,,12.42,12.5,,,100.8,DC37
20260629,A2R012,Klipvoor,Pienaars,1,NW,CW,40.73,41.5,,,102,DC37
20260629,A2R013,Swartruggens,Elands,1,NW,,0.47,0.5,,,102.7,DC37
20260629,A2R014,Vaalkop,Elands,1,NW,CW,51.32,52.8,,,102.9,DC37
20260629,A2R015,Roodekopjes,Krokodil,1,NW,CW,96.35,100.1,,,103.9,DC37
20260629,A2R018,Middelkraal,Maretlwane,1,NW,,0.74,0.7,,,100,DC37
20260629,A3R001,Marico-Bosveld,Groot-Marico,1,NW,,26.93,27.3,,,101.3,DC38
20260629,A3R002,Klein-Maricopoort,Klein Marico,1,NW,,7.23,7.4,,,101.7,DC38
20260629,A3R003,Kromellenboog,Klein Marico,1,NW,,8.65,8.8,,,101.5,DC38
20260629,A3R004,Molatedi,Groot-Marico,1,NW,,200.78,220.5,,,109.8,DC38
20260629,A3R005,Sehujwane,Sehujane,1,NW,,3.61,3.5,,,97.6,DC38
20260629,A3R006,Madikwe,Tholwane,1,NW,,15.94,17.1,,,107.4,DC37
20260629,A3R007,Pella,Lethlakane,1,NW,,2.11,1.6,,,78.1,DC37
20260629,A4R001,Mokolo,Mokolo,1,LP,,145.77,149.1,,,102.3,DC36
20260629,A6R001,Doorndraai,Sterk,1,LP,,44.93,44.3,,,98.6,DC36
20260629,A6R002,GlenAlpine,Mogalakwena,1,LP,,18.89,19.4,,,102.5,DC35
20260629,A7R002,Houtrivier,Hout,1,LP,,6.62,6.3,,,94.8,DC35
20260629,A8R001,Nzhelele,Nzhelele,1,LP,,51.23,51.8,,,101.1,DC34
20260629,A8R002,Luphephe,Luphephe,1,LP,,13.98,14.1,,,101.1,DC34
20260629,A8R003,Nwanedzi,Nwanedzi,1,LP,,5.14,5.2,,,100.6,DC34
20260629,A8R004,&Mutshedzi,Mutshedzi,1,LP,,2.34,2.5,,,106.8,DC34
20260629,A9R001,Albasini,Luvuvhu,1,LP,LV,28.2,27.3,,,96.8,DC34
20260629,A9R002,Vondo,Mutshindudi,1,LP,LV,30.45,30.7,,,100.9,DC34
20260629,A9R004,Nandoni,Levhuvhu,1,LP,LV,166.11,168.9,,,101.7,DC34
20260629,B1R001,Witbank,Olifants,1,M,,104.02,103.2,,,99.2,DC31
20260629,B1R002,Middelburg,LittleOlifants,1,M,,48.06,47,,,97.7,DC31
20260629,B2R001,Bronkhorstspruit,Bronkhorstspruit,1,G,,56.99,57.3,,,100.5,TSH
20260629,B3R001,Rust DeWinter,Elands,1,LP,,28.19,28.5,,,101.1,DC36
20260629,B3R002,Loskop,Olifants,1,M,,361.51,364.8,,,100.9,DC31
20260629,B3R005,Rhenosterkop,Elands,1,M,,204.58,205.6,,,100.5,DC31
20260629,B4R001,Tonteldoos,Tonteldoos,1,LP,,0.19,0.2,,,100.8,DC47
20260629,B4R002,Vlugkraal,Vlugkraal,1,LP,,0.44,0.4,,,100.3,DC47
20260629,B4R004,Buffelskloof,Waterval,1,M,,5.24,5.3,,,100.3,DC32
20260629,B4R007,De Hoop,Steelpoort,1,LP,,348.7,349.7,,,100.3,DC47
20260629,B5R002,FlagBoshielo,Olifants,1,LP,PK,185.13,188.8,,,102,DC47
20260629,B6R001,Ohrigstad,Ohrigstad,1,M,,13.45,13.4,,,100,DC32
20260629,B6R003,Blyderivierpoort,Blyde,1,M,,54.37,54.7,,,100.6,DC32
20260629,B7R001,Klaserie,Klaserie,1,LP,,5.6,5.7,,,101.1,DC33
20260629,B7R003,Tours,Ngwabitsi,1,LP,,6.08,6.1,,,100.3,DC33
20260629,B8R001,Ebenezer,Groot-Letaba,1,LP,PK,69.14,69.5,,,100.5,DC33
20260629,B8R002,HansMerensky,Ramadiepa,1,LP,,1.22,1.3,,,103.1,DC33
