date,station_id,reservoir,river,wma,prov,wss,fsc_mcm,water_mcm,pct_last_year,pct_last_week,pct_full,district_mun
20260616,A1R001,Ngotwane,Ngotwane,1,NW,,19.03,17.8,,,93.1,DC38
20260616,A2R001,Hartbeespoort,Krokodil,1,NW,CW,185.79,184.1,,,99.1,DC37
20260616,A2R002,BonAccord,Apies,1,G,,4.38,4.6,,,104.5,TSH
20260616,A2R003,Olifantsnek,Hex,1,NW,,13.68,13.7,,,99.8,DC37
20260616,A2R004,Rietvlei,Hennops,1,G,CW,12.25,12.3,,,100.2,TSH
20260616,A2R005,Buffelspoort,Sterkstroom,1,NW,,10.18,10.3,,,100.8,DC37
20260616,A2R006,Bospoort,Hex,1,NW,CW,15.8,16.1,,,102.2,DC37
20260616,A2R007,Lindleyspoort,Elands,1,NW,,14.21,14.4,,,100.4,DC37
20260616,A2R008,~Warmbad,Buffelspruit,1,LP,,0.55,0.6,,,102.8,DC36
20260616,A2R009,Roodeplaat,Pienaars,1,G,CW,41.16,41.4,,,100.5,TSH
20260616,A2R011,Kosterrivier,Koster,1,NW,,12.42,12.6,,,100.8,DC37
20260616,A2R012,Klipvoor,Pienaars,1,NW,CW,40.73,41.4,,,101.5,DC37
20260616,A2R013,Swartruggens,Elands,1,NW,,0.47,0.5,,,103.5,DC37
20260616,A2R014,Vaalkop,Elands,1,NW,CW,51.32,52.3,,,101.8,DC37
20260616,A2R015,Roodekopjes,Krokodil,1,NW,CW,96.35,100.4,,,104.2,DC37
20260616,A2R018,Middelkraal,Maretlwane,1,NW,,0.74,0.8,,,100,DC37
20260616,A3R001,Marico-Bosveld,Groot-Marico,1,NW,,26.93,27.4,,,101.5,DC38
20260616,A3R002,Klein-Maricopoort,Klein Marico,1,NW,,7.23,7.4,,,101.7,DC38
20260616,A3R003,Kromellenboog,Klein Marico,1,NW,,8.65,8.8,,,101,DC38
20260616,A3R004,Molatedi,Groot-Marico,1,NW,,200.78,220.9,,,110,DC38
20260616,A3R005,Sehujwane,Sehujane,1,NW,,3.61,3.7,,,99.3,DC38
20260616,A3R006,Madikwe,Tholwane,1,NW,,15.94,17.8,,,111.3,DC37
20260616,A3R007,Pella,Lethlakane,1,NW,,2.11,1.8,,,81.2,DC37
20260616,A4R001,Mokolo,Mokolo,1,LP,,145.77,149.2,,,102.3,DC36
20260616,A6R001,Doorndraai,Sterk,1,LP,,44.93,45,,,99.9,DC36
20260616,A6R002,GlenAlpine,Mogalakwena,1,LP,,18.89,19.5,,,103.2,DC35
20260616,A7R002,Houtrivier,Hout,1,LP,,6.62,6.4,,,96.2,DC35
20260616,A8R001,Nzhelele,Nzhelele,1,LP,,51.23,52,,,101.3,DC34
20260616,A8R002,Luphephe,Luphephe,1,LP,,13.98,14.2,,,101.2,DC34
20260616,A8R003,Nwanedzi,Nwanedzi,1,LP,,5.14,5.2,,,100.9,DC34
20260616,A8R004,&Mutshedzi,Mutshedzi,1,LP,,2.34,2.6,,,107,DC34
20260616,A9R001,Albasini,Luvuvhu,1,LP,LV,28.2,27.2,,,96.6,DC34
20260616,A9R002,Vondo,Mutshindudi,1,LP,LV,30.45,30.8,,,100.9,DC34
20260616,A9R004,Nandoni,Levhuvhu,1,LP,LV,166.11,169.4,,,101.9,DC34
20260616,B1R001,Witbank,Olifants,1,M,,104.02,103.5,,,99.4,DC31
20260616,B1R002,Middelburg,LittleOlifants,1,M,,48.06,47.4,,,98.5,DC31
20260616,B2R001,Bronkhorstspruit,Bronkhorstspruit,1,G,,56.99,57.3,,,100.6,TSH
20260616,B3R001,Rust DeWinter,Elands,1,LP,,28.19,28.5,,,101.2,DC36
20260616,B3R002,Loskop,Olifants,1,M,,361.51,364.9,,,100.9,DC31
20260616,B3R005,Rhenosterkop,Elands,1,M,,204.58,206,,,100.7,DC31
20260616,B4R001,Tonteldoos,Tonteldoos,1,LP,,0.19,0.2,,,100.8,DC47
20260616,B4R002,Vlugkraal,Vlugkraal,1,LP,,0.44,0.5,,,100.6,DC47
20260616,B4R004,Buffelskloof,Waterval,1,M,,5.24,5.3,,,100.5,DC32
20260616,B4R007,De Hoop,Steelpoort,1,LP,,348.7,350.4,,,100.5,DC47
20260616,B5R002,FlagBoshielo,Olifants,1,LP,PK,185.13,190,,,102.6,DC47
20260616,B6R001,Ohrigstad,Ohrigstad,1,M,,13.45,13.5,,,100.1,DC32
20260616,B6R003,Blyderivierpoort,Blyde,1,M,,54.37,54.8,,,100.8,DC32
20260616,B7R001,Klaserie,Klaserie,1,LP,,5.6,5.8,,,101.3,DC33
20260616,B7R003,Tours,Ngwabitsi,1,LP,,6.08,6.1,,,100.3,DC33
20260616,B8R001,Ebenezer,Groot-Letaba,1,LP,PK,69.14,69.6,,,100.6,DC33
20260616,B8R002,HansMerensky,Ramadiepa,1,LP,,1.22,1.3,,,103.1,DC33
20260616,B8R003,Magoebaskloof,Politsi,1,LP,,4.84,4.9,,,100.8,DC33
20260616,B8R004,Vergelegen,Tributary ofPolitsi,1,LP,,0.25,0.3,,,103,DC33
20260616,B8R005,Tzaneen,Groot-Letaba,1,LP,,114.28,112.5,,,98.4,DC33
20260616,B8R006,DapNaude,Broederstroom,1,LP,,1.94,1.8,,,92.1,DC33
20260616,B8R007,Middel-Letaba,Middel-Letaba,1,LP,,171.93,172,,,100,DC33
20260616,B8R009,Nsami,Nsama,1,LP,,21.87,21.2,,,96.6,DC33
20260616,B8R011,Modjadji,Molototsi,1,LP,,7.2,7.2,,,100.5,DC33
20260616,B8R012,Thabina,Thabina,1,LP,,3.42,3.5,,,100,DC33
20260616,C1R001,Vaal,Vaal,4,FS,IV,2560.97,2694.2,,,105.2,DC42
20260616,C1R002,Grootdraai,Vaal,4,M,IV,349.72,348.4,,,99.6,DC30
20260616,C2R001,Boskop,Mooi,4,NW,,19.96,20.6,,,103,DC40
20260616,C2R002,JohanNeser,Skoonspruit,4,NW,,5.67,5.8,,,101.7,DC40
20260616,C2R003,Klerkskraal,Mooi,4,NW,,7.92,8.9,,,110.8,DC40
20260616,C2R004,Potchefstroom,Mooi,4,NW,,2.03,2.2,,,105,DC40
20260616,C2R005,Klipdrift,Loopspruit,4,G,,13.3,13.8,,,102.9,DC48
20260616,C2R006,Elandskuil,Swartleegte,4,NW,,1.18,1.3,,,106.6,DC40
20260616,C2R007,Rietspruit,Rietspruit,4,NW,,7.28,7.5,,,102.9,DC40
20260616,C2R008,VaalrivierBarrage,Vaal,4,FS,,53.62,50.6,,,94.2,DC42
20260616,C3R002,Spitskop,Harts,4,NC,,57.83,61.5,,,106.2,DC9
20260616,C3R006,Taung,Harts,4,NW,,61.37,61.7,,,100.5,DC39
20260616,C4R001,Allemanskraal,Sand,4,FS,,172.48,176.5,,,102.3,DC18
20260616,C4R002,Erfenis,Groot-Vet,4,FS,,213.76,219.1,,,102.5,DC18
20260616,C5R001,Tierpoort,Tierpoort,4,FS,,34,34.2,,,100.5,MAN
20260616,C5R002,Kalkfontein,Riet,4,FS,,325.13,333.3,,,102.5,DC16
20260616,C5R003,Rustfontein,Modder,4,FS,BF,72.11,72.2,,,100,MAN
20260616,C5R004,Krugersdrift,Modder,4,FS,,71.48,73.7,,,103.1,MAN
20260616,C5R005,Groothoek,Kgabanyane,4,FS,BF,11.9,11.9,,,99.2,MAN
20260616,C7R001,Koppies,Renoster,4,FS,,42.31,42.7,,,100.7,DC20
20260616,C8R002,Metsi-Matsho,Metsi-Matsho,4,FS,,4.38,4.3,,,98.3,DC19
20260616,C8R003,~Sterkfontein,Nuwejaarspruit,4,FS,IV,2616.9,2598.7,,,99.3,DC19
20260616,C8R004,~Saulspoort,Liebenbergsvlei,4,FS,,15.01,14.9,,,98.4,DC19
20260616,C8R008,Fika-Patso,Namahadi,4,FS,,29.41,28.5,,,96.7,DC19
20260616,C9R001,~VaalhartsWeir,Vaal,4,NC,,50.68,43,,,84.8,DC9
20260616,C9R002,Bloemhof,Vaal,4,FS,IV,1242.91,1315.1,,,105.8,DC18
20260616,C9R003,~DouglasWeir,Vaal,4,NC,,16.24,19.1,,,117.3,DC7
20260616,D1R001,Jozanashoek,Sterkspruit,4,EC,,9.47,9.6,,,100.7,DC14
20260616,D2R001,Egmont,Witspruit,4,FS,,9.06,9.5,,,103.9,MAN
20260616,D2R002,Armenia,Leeu,4,FS,,13.22,13.6,,,102.1,DC19
20260616,D2R004,~Welbedacht,Caledon,4,FS,BF,5.42,5.5,,,100,MAN
20260616,D2R006,Knellpoort,Rietspruit,4,FS,BF,130.16,130.6,,,100.3,MAN
20260616,D3R002,Gariep,Orange,4,FS,OR,4903.45,4947.6,,,100.9,DC16
20260616,D3R003,Vanderkloof,Orange,4,FS,OR,3136.93,3143.3,,,100.2,DC16
20260616,D4R003,Disaneng,Molopo,4,NW,,14.12,14.3,,,100.5,DC38
20260616,D4R004,Setumo,Molopo,4,NW,,20.72,20.8,,,99.8,DC38
20260616,D7R001,~Boegoeberg,Orange,4,NC,,23.57,31.9,,,135.1,DC7
20260616,E1R001,Bulshoek,Olifants,6,WCw,,4.81,4.4,,,89,DC1
20260616,E1R002,Clanwilliam,Olifants,6,WCw,,122.48,103.8,,,84.7,DC1
20260616,E4R001,Karee,Karee,6,NC,,0.96,1,,,99.4,DC6
20260616,G1R001,Voelvlei,Voelvlei,6,WCw,CT,158.59,94.2,,,59.4,DC2
